pid,desc,capperc,cap
685,"You're on the road to a carefree lifestyle at Annapolis Roads Apartments! Our one-, two-, and three-bedroom apartments for rent in Annapolis, MD offer a modern kitchen with microwave and dishwasher, separate dining area, central air, ceramic-tile baths, and walk-in closets. Select apartments have mocha cabinets and brushed silver appliances. You'll also enjoy a balcony or patio, swimming pool, 24/7 fitness center, picnic area, gazebo, and high-tech clubhouse with free Wi-Fi. * Annapolis Roads Apartments is close to I-97, I-495, I-695, and U.S. Route 50. You'll love being near Giant Supermarket, Westfield Annapolis Mall, Anne Arundel County schools, Baltimore, Washington DC, and all a resort-style community has to offer like dining, shopping, and endless entertainment options! Plus, you're near the water, and home to the U.S. Naval Academy and ""America's Sailing Capital"" of Annapolis, MD. Off-street parking is provided. Military clause honored. Cats and dogs are welcome.",0.02,1.0
686,"Ten minutes from downtown Annapolis, this beautiful community incorporates 35 acres of lush landscaping in one of the most desired locations to live. Easy access to the bay means fishing, boating and swimming are only a few miles away.",0.0,0.0
687,"At West Woods Apartments in Annapolis, MD, you will find some of the largest apartment rental homes in the area. You can choose from seven distinctive floor plans with a variety of optional features including sunrooms, skylights, lofts and dens. With recently renovated interiors available, these spacious homes include granite countertops, new cabinets, black appliances and a full complement of designer touches throughout. Find yourself at home near the historic seaport harbor and charming neighborhoods of historic downtown Annapolis. At West Woods Apartments, you will love staying home. As a resident of a Cove Property Management community, you will experience courteous and capable service as we strive to exceed your expectations every time.",0.01,1.0
688,,,
689,"Life's Better Near The Water--Situated perfectly with the Chesapeake Bay outside your door, and moments from I-97 and Rt. 50 between DC and Baltimore in the Maryland State Capital of Annapolis Maryland. Quaint waterfront shopping and dining in at the City Dock in downtown Annapolis or convenient to Westfield Annapolis Mall and major employers such as The Naval Academy, Ft. Meade, Anne Arundel County Government, Schools and Health Systems. Unparalleled quality and luxurious amenities combine to create our carefully crafted one, two and three bedroom apartment homes. Select homes feature private garages. Sure to meet your expectations from inside your apartment to out, community amenities will rival that of a luxurious resort. Super walkable, bikeable location adjacent to Village Green Shopping Center, fantastic amenities and services and totally renovated apartments - welcome to apartment living the way it's meant to be. Come home to Berkshire Annapolis Bay!",0.01,1.0
690,"END UNIT 2BD/2BA CONDO IN TIDEWATER COLONY. SECURE BLDG, TENNIS/POOL/GYM/CLUBHOUSE. CONVENIENTLY LOCATED. NEW APPLIANCES, AMPLE STORAGE AND CLOSET SPACE. NEUTRAL COLORS. GAS FIREPLACE.",1.17,1.0
691,"Fully furnished, renovated 2 bedroom, 1.5 bath apartment in West Annapolis on Annapolis Street, less than 500 yards from the Naval Academy. One mile to center of downtown. This apartment is located on the second floor in the rear of the building. Parking included. 
Fully stocked kitchen, two flat screen tvs, washer/dryer, all furnished. Twin over full in one bedroom and a queen bed in the other. Steam shower with oversized jetted tub. Walk to cafes, restaurants, grocery store, Rite Aid, 7Eleven and more. Jump on route 50 in 2 mins from this quiet secluded neighborhood.",0.0,0.0
692,"Spacious 2 bedroom, 2 bathroom condo for rent. First floor unit with large rooms and fresh paint. Washer/dryer in unit. Heating/water/cooking fuel included in rent. Close to shopping and downtown Annapolis, marinas, and Quiet Waters Park.",0.0,0.0
693,"Has ample parking, a swimming pool and very quiet at night, clos to town, shopping
and access to Rt 50/97",0.0,0.0
694,"Luxury high-rise living in the GrandView Condominium. Two bedroom two bath unit on the ninth floor facing the shops on Towne Centre Boulevard. Hardwood floors, Large balcony. Panoramic views. Fitness center, two clubrooms, rooftop pool, and concierge.",0.03,1.0
695,"As the GOLD recipient of the Active Adult Community Award from Maryland Multi-Housing Association, Gardens of Annapolis is the premier senior living community in Annapolis, MD. Just moments from Annapolis Mall and the Annapolis Town Center, you can enjoy and appreciate all the comforts of independent living at this luxurious rental community created exclusively for seniors 62 and better. Celebrate the retirement you have worked hard for in Anne Arundel County. Close to the shopping, restaurants and social activities that you are used to and yet still a part of a welcoming and diverse community, the Gardens of Annapolis provides you with the resources to relax and live your life to the fullest! As a resident of a Cove Property Management community, you will experience courteous and capable service as we strive to exceed your expectations every time.",0.01,1.0
696,View of marina and boats. Turn key ready. Just painted hardwood floors new neutral carpet wood burning fireplace updated kitchen and baths. Granite counters SS appliances. Amenities include 24//7 security gate 2 pools tennis courts private sandy beach. No pets non smoking. Landlord pays condo and HOA fees. Credit report 40.00 for each adult.,0.04,1.0
697,Beautifully renovated town-home close to everything Annapolis! This spacious townhome has a large kitchen seperate dinning room living room with fireplace den that opens to a deck with a great yard complete with a cute tool shed. It s move in ready and also for sale or rent fully furnished,0.0,0.0
698,"---- SCHEDULE A SHOWING ONLINE AT: http://showmojo.com/lac/147e32808c ----
Superb top floor 2 Bedroom,2 bath condo in the Tidewater Colony community of Annapolis. Open floor plan with a breakfast / sun room and galley kitchen, balcony, and living room with a gas fireplace. Spacious master suite with dressing area and ceiling fan. Great location to downtown Annapolis and Rt 50. Community facilities include: Swimming pool, tennis courts, fitness center and community club house",0.06,1.0
699,"---- SCHEDULE A SHOWING ONLINE AT: http://showmojo.com/lac/0be0f4c0f7 ----
Spacious 2 Bedroom, 2 bath condo in the Annapolis Overlook community. 1100 sq feet, Real wood burning fireplace . Community pool and work out facility all included. Dedicated parking. Great first floor location.",0.1,1.0
700,4 levels of spacious living near downtown on quiet tree-lined street in lovely Homewood. Timeless historic charm with ample storage. Hardwood floors large family room w/ brick fireplace expansive covered front porch formal dining room eat-in kitchen w/ lots of counter space deck fully fenced backyard with mature trees. Easy access to all Annapolis activities.,0.0,0.0
701,Large end unit townhouse in Admirals Walk right off College Parkway with Broadneck park across the street. Newer SS appliances new vinyl flooring and paint in bathrooms W/D in unit with large two-tiered deck overlooking the woods. All carpeting being steam cleaned on 9/21.,0.02,1.0
702,Annapolis...3900 sq.ft. 4 Bedrooms 3.5 baths. Wonderful open Floor Plan. Gourmet kitchen which opens to breakfast room. Family room w/ Fire place. Separate dining & Living room Full Finished Basement. Community offers Pool Clubhouse dog path & Lawn Maintenance .Easy Commute to Baltimore DC or the Eastern Shore Available Now!,0.02,1.0
703,GREAT LOCATION! 3BED/2BATH HOME IN WHISPERING WOODS COMMUNITY. BROADNECK SCHOOLS & EASY COMMUTE ACCESS TO 50/RT 2. 35/APPLICANT. CONTACT LISTING AGENT FOR APPLICATION. AVAILABLE 10/1/17.,0.92,1.0
704,Vaulted ceilings Living Rm & Master Bedroom. Spacious Top Floor - 2 level Loft with Spiral staircase. Kitchen opens to Dining Rm at breakfast bar. 2 Bedrooms 2 Full baths with new flooring. Large balcony. Newer full-size washer & dryer. Flat 400 water/sewer use charged yearly. Freshly painted & new carpeting & bathroom flooring. Ready for move in now.,0.0,0.0
705,A REALLY SUPER UNIT! Remodeled kitchen with pass-thru to dining room! Hardwood floors & master suite with walk-in closet and bath! Guest bedroom on opposite side of unit! Private balcony overlooks lawn & trees close to community pool & tennis court--shopping center nearby! Rental includes gas heat cooking water sewer! Top floor; available furnished for an additional 50/month--lead free!,0.05,1.0
706,RARE SEABREEZE UNIT THAT BACKS TO TREES. TWO MASTER SUITES WITH MASTER BATHS LARGE WALK-IN CLOSETS KITCHEN WITH ISLAND LIVING ROOM WITH HARDWOOD FLOORS AND GAS FIREPLACE. CLOSE TO AAMC DOWNTOWN ANNAPOLIS NAVAL ACADEMY AND MALL.,1.03,1.0
707,Popular Whispering Woods 3 level townhome with New soft close Kitchen cabinets Granite counters SS Dishwasher new carpet and laminate floors Fenced back yard New upper and lower Deck Freshly painted inside and out New windows and doors Pull down floored attic for storage Shows great! Make your appointment today!!,0.02,1.0
708,Great 3BR/2BA home with oversized one car garage. Large fenced yard with great deck. This is a raised rancher home filled with light vaulted ceilings. Kitchen has granite counters and new stainless steel appliances. New washer/dryer. Close to everything in Annapolis walk to downtown. This home is available November 1st with a possible move in date later in October.,0.03,1.0
709,Short Term Rentals Accepted--through September; Long Term Starts Oct 2! Breath Taking...Beyond Word...Magnificent Private Chesapeake Bay Waterfront Estate on 1.27 Acres Home! Panoramic Water Views Gorgeous Gourmet Kitchen Open Unique Floor Plan 6 or 7 Bedrooms 4 Finished Levels 5500 Finished SF Custom Finishes 3 Decks Waterfront Pool & Hot Tub. No Smoking Permitted,0.02,1.0
